ID,Label,Name,Category,Type,Text,Front Image,Back Image,Use Count
Beyond_Funding,Funding,Funding,Beyond,,,\Textures\Challenges\c_unintended_race.png,\Textures\Backs\back_c_big.png,0
Beyond_Fashion,Fashion,Fashion,Beyond,,,\Textures\Challenges\c_unintended_race.png,\Textures\Backs\back_c_big.png,0
Beyond_Energy_Use,Energy_Use,Energy_Use,Beyond,,,\Textures\Challenges\c_unstable_connectivity.png,\Textures\Backs\back_c_big.png,0
Beyond_Big_Challenges,Big_Challenges,Big_Challenges,Beyond,,,\Textures\Challenges\c_unstable_connectivity.png,\Textures\Backs\back_c_big.png,0
Building_Blocks_Back,Blocks_Back,Blocks_Back,Building_Blocks,,,\Textures\Challenges\c__blank.png,\Textures\Backs\back_c_big.png,0
Building_Blocks_Visual_Markers,Blocks_Visual_Markers,Blocks_Visual_Markers,Building_Blocks,,,\Textures\Challenges\c__blank.png,\Textures\Backs\back_c_big.png,0
Building_Blocks_Virtual_Reality,Blocks_Virtual_Reality,Blocks_Virtual_Reality,Building_Blocks,,,\Textures\Opportunities\o_actors.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Video,Blocks_Video,Blocks_Video,Building_Blocks,,,\Textures\Opportunities\o_actors.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Telephony,Blocks_Telephony,Blocks_Telephony,Building_Blocks,,,\Textures\Opportunities\o_alternate_reality.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Social_Media,Blocks_Social_Media,Blocks_Social_Media,Building_Blocks,,,\Textures\Opportunities\o_alternate_reality.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Shop,Blocks_Shop,Blocks_Shop,Building_Blocks,,,\Textures\Opportunities\o_area_control.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Public_Displays,Blocks_Public_Displays,Blocks_Public_Displays,Building_Blocks,,,\Textures\Opportunities\o_area_control.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Proximity,Blocks_Proximity,Blocks_Proximity,Building_Blocks,,,\Textures\Opportunities\o_augmented_reality.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Projection,Blocks_Projection,Blocks_Projection,Building_Blocks,,,\Textures\Opportunities\o_augmented_reality.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Photography,Blocks_Photography,Blocks_Photography,Building_Blocks,,,\Textures\Opportunities\o_collaboration.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Paper,Blocks_Paper,Blocks_Paper,Building_Blocks,,,\Textures\Opportunities\o_collaboration.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Linked_Data,Blocks_Linked_Data,Blocks_Linked_Data,Building_Blocks,,,\Textures\Opportunities\o_collecting.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Intelligent_Assistant,Blocks_Intelligent_Assistant,Blocks_Intelligent_Assistant,Building_Blocks,,,\Textures\Opportunities\o_collecting.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Instant_Messaging,Blocks_Instant_Messaging,Blocks_Instant_Messaging,Building_Blocks,,,\Textures\Opportunities\o_compelling_audio.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Biometrics,Blocks_Biometrics,Blocks_Biometrics,Building_Blocks,,,\Textures\Opportunities\o_compelling_audio.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Augmented_Reality,Blocks_Augmented_Reality,Blocks_Augmented_Reality,Building_Blocks,,,\Textures\Opportunities\o_costumes.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Audio,Blocks_Audio,Blocks_Audio,Building_Blocks,,,\Textures\Opportunities\o_costumes.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_3D_Scanning,Blocks_3D_Scanning,Blocks_3D_Scanning,Building_Blocks,,,\Textures\Opportunities\o_creativity.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_3D_Printing,Blocks_3D_Printing,Blocks_3D_Printing,Building_Blocks,,,\Textures\Opportunities\o_creativity.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_2D_Scanning,Blocks_2D_Scanning,Blocks_2D_Scanning,Building_Blocks,,,\Textures\Opportunities\o_different_roles.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Outreach,Blocks_Outreach,Blocks_Outreach,Building_Blocks,,,\Textures\Opportunities\o_different_roles.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_New_Acquaintances,Blocks_New_Acquaintances,Blocks_New_Acquaintances,Building_Blocks,,,\Textures\Opportunities\o_episodic_content.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Networked,Blocks_Networked,Blocks_Networked,Building_Blocks,,,\Textures\Opportunities\o_episodic_content.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Competition,Blocks_Competition,Blocks_Competition,Building_Blocks,,,\Textures\Opportunities\o_exergaming.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Collaboration,Blocks_Collaboration,Blocks_Collaboration,Building_Blocks,,,\Textures\Opportunities\o_exergaming.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Blurred_Boundaries,Blocks_Blurred_Boundaries,Blocks_Blurred_Boundaries,Building_Blocks,,,\Textures\Opportunities\o_exploration.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Personal_Soundtrack,Blocks_Personal_Soundtrack,Blocks_Personal_Soundtrack,Building_Blocks,,,\Textures\Opportunities\o_exploration.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Motion_Tracking,Blocks_Motion_Tracking,Blocks_Motion_Tracking,Building_Blocks,,,\Textures\Opportunities\o_fitting_locations.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Haptic_Feedback,Blocks_Haptic_Feedback,Blocks_Haptic_Feedback,Building_Blocks,,,\Textures\Opportunities\o_fitting_locations.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Bio-Sensing,Blocks_Bio-Sensing,Blocks_Bio-Sensing,Building_Blocks,,,\Textures\Opportunities\o_generated_locations.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Authenticity,Blocks_Authenticity,Blocks_Authenticity,Building_Blocks,,,\Textures\Opportunities\o_generated_locations.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Technical_Artefacts,Blocks_Technical_Artefacts,Blocks_Technical_Artefacts,Building_Blocks,,,\Textures\Opportunities\o_global_gamestate.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Low_Tech,Blocks_Low_Tech,Blocks_Low_Tech,Building_Blocks,,,\Textures\Opportunities\o_global_gamestate.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Hands_On,Blocks_Hands_On,Blocks_Hands_On,Building_Blocks,,,\Textures\Opportunities\o_headquarter.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Hacking_And_Crafting,Blocks_Hacking_And_Crafting,Blocks_Hacking_And_Crafting,Building_Blocks,,,\Textures\Opportunities\o_headquarter.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Gestures,Blocks_Gestures,Blocks_Gestures,Building_Blocks,,,\Textures\Opportunities\o_low_tech.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Volunteers,Blocks_Volunteers,Blocks_Volunteers,Building_Blocks,,,\Textures\Opportunities\o_low_tech.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Storytelling,Blocks_Storytelling,Blocks_Storytelling,Building_Blocks,,,\Textures\Opportunities\o_manual_interaction.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Seamful_Design,Blocks_Seamful_Design,Blocks_Seamful_Design,Building_Blocks,,,\Textures\Opportunities\o_manual_interaction.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Reward,Blocks_Reward,Blocks_Reward,Building_Blocks,,,\Textures\Opportunities\o_mini_games.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_QnA,Blocks_QnA,Blocks_QnA,Building_Blocks,,,\Textures\Opportunities\o_mini_games.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Pressure,Blocks_Pressure,Blocks_Pressure,Building_Blocks,,,\Textures\Opportunities\o_mobile_soundtrack.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Persona,Blocks_Persona,Blocks_Persona,Building_Blocks,,,\Textures\Opportunities\o_mobile_soundtrack.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Mob,Blocks_Mob,Blocks_Mob,Building_Blocks,,,\Textures\Opportunities\o_motion_tracking.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Marketplace,Blocks_Marketplace,Blocks_Marketplace,Building_Blocks,,,\Textures\Opportunities\o_motion_tracking.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Invite_Imitation,Blocks_Invite_Imitation,Blocks_Invite_Imitation,Building_Blocks,,,\Textures\Opportunities\o_online_participation.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Gifting,Blocks_Gifting,Blocks_Gifting,Building_Blocks,,,\Textures\Opportunities\o_online_participation.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Gatekeepers,Blocks_Gatekeepers,Blocks_Gatekeepers,Building_Blocks,,,\Textures\Opportunities\o_open_authoring.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Episodes,Blocks_Episodes,Blocks_Episodes,Building_Blocks,,,\Textures\Opportunities\o_open_authoring.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Decision,Blocks_Decision,Blocks_Decision,Building_Blocks,,,\Textures\Opportunities\o_passive_tracking.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Crowd_Sourcing,Blocks_Crowd_Sourcing,Blocks_Crowd_Sourcing,Building_Blocks,,,\Textures\Opportunities\o_passive_tracking.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Criticism,Blocks_Criticism,Blocks_Criticism,Building_Blocks,,,\Textures\Opportunities\o_peer-to-peer.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Collect,Blocks_Collect,Blocks_Collect,Building_Blocks,,,\Textures\Opportunities\o_peer-to-peer.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Citizen_Science,Blocks_Citizen_Science,Blocks_Citizen_Science,Building_Blocks,,,\Textures\Opportunities\o_performative_play.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Check-in,Blocks_Check-in,Blocks_Check-in,Building_Blocks,,,\Textures\Opportunities\o_performative_play.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Caches,Blocks_Caches,Blocks_Caches,Building_Blocks,,,\Textures\Opportunities\o_physiological_data.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Beginning_And_End,Blocks_Beginning_And_End,Blocks_Beginning_And_End,Building_Blocks,,,\Textures\Opportunities\o_physiological_data.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Appointment,Blocks_Appointment,Blocks_Appointment,Building_Blocks,,,\Textures\Opportunities\o_public_display.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Adoption,Blocks_Adoption,Blocks_Adoption,Building_Blocks,,,\Textures\Opportunities\o_public_display.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Transport,Blocks_Transport,Blocks_Transport,Building_Blocks,,,\Textures\Opportunities\o_public_infrastructure.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Subverted_Locations,Blocks_Subverted_Locations,Blocks_Subverted_Locations,Building_Blocks,,,\Textures\Opportunities\o_public_infrastructure.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Outdoors,Blocks_Outdoors,Blocks_Outdoors,Building_Blocks,,,\Textures\Opportunities\o_puppet_masters.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Online,Blocks_Online,Blocks_Online,Building_Blocks,,,\Textures\Opportunities\o_puppet_masters.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Offline,Blocks_Offline,Blocks_Offline,Building_Blocks,,,\Textures\Opportunities\o_riddles.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Hopping,Blocks_Hopping,Blocks_Hopping,Building_Blocks,,,\Textures\Opportunities\o_riddles.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Hidden_Locations,Blocks_Hidden_Locations,Blocks_Hidden_Locations,Building_Blocks,,,\Textures\Opportunities\o_roleplaying.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Fitting_Locations,Blocks_Fitting_Locations,Blocks_Fitting_Locations,Building_Blocks,,,\Textures\Opportunities\o_roleplaying.png,\Textures\Backs\back_o_big.png,0
Building_Blocks_Anywhere,Blocks_Anywhere,Blocks_Anywhere,Building_Blocks,,,\Textures\Opportunities\o_scavenger_hunt.png,\Textures\Backs\back_o_big.png,0
Design_Brief_Capabilities_Back,Brief_Capabilities_Back,Brief_Capabilities_Back,Capabilities,,,\Textures\Opportunities\o_scavenger_hunt.png,\Textures\Backs\back_o_big.png,0
Capabilities_Websites,Websites,Websites,Capabilities,,,\Textures\Opportunities\o_seamful_design.png,\Textures\Backs\back_o_big.png,6
Capabilities_Web_Design,Web_Design,Web_Design,Capabilities,,,\Textures\Opportunities\o_seamful_design.png,\Textures\Backs\back_o_big.png,0
Capabilities_Social_Media_Networks,Social_Media_Networks,Social_Media_Networks,Capabilities,,,\Textures\Opportunities\o_set_construction.png,\Textures\Backs\back_o_big.png,7
Capabilities_Mobile_Apps,Mobile_Apps,Mobile_Apps,Capabilities,,,\Textures\Opportunities\o_set_construction.png,\Textures\Backs\back_o_big.png,8
Capabilities_Mixed_Reality,Mixed_Reality,Mixed_Reality,Capabilities,,,\Textures\Opportunities\o_social_contract.png,\Textures\Backs\back_o_big.png,2
Capabilities_Media_Creation,Media_Creation,Media_Creation,Capabilities,,,\Textures\Opportunities\o_social_contract.png,\Textures\Backs\back_o_big.png,4
Capabilities_Digitisation,Digitisation,Digitisation,Capabilities,,,\Textures\Opportunities\o_stationary_sensors.png,\Textures\Backs\back_o_big.png,1
Capabilities_Computer_Software,Computer_Software,Computer_Software,Capabilities,,,\Textures\Opportunities\o_stationary_sensors.png,\Textures\Backs\back_o_big.png,0
Capabilities_Computer_Gaming,Computer_Gaming,Computer_Gaming,Capabilities,,,\Textures\Opportunities\o_strong_narrative.png,\Textures\Backs\back_o_big.png,2
Capabilities_3D_Modelling,3D_Modelling,3D_Modelling,Capabilities,,,\Textures\Opportunities\o_strong_narrative.png,\Textures\Backs\back_o_big.png,0
Disruption_Constraints_Back,Constraints_Back,Constraints_Back,Constraints,,,\Textures\Opportunities\o_subverted_locations.png,\Textures\Backs\back_o_big.png,0
Constraints_Unstable_Connectivity,Unstable_Connectivity,Unstable_Connectivity,Constraints,,,\Textures\Opportunities\o_subverted_locations.png,\Textures\Backs\back_o_big.png,0
Constraints_Safe_Space,Safe_Space,Safe_Space,Constraints,,,\Textures\Opportunities\o_technical_artifacts.png,\Textures\Backs\back_o_big.png,0
Constraints_Risk,Risk,Risk,Constraints,,,\Textures\Opportunities\o_technical_artifacts.png,\Textures\Backs\back_o_big.png,0
Constraints_Redundant_Guides,Redundant_Guides,Redundant_Guides,Constraints,,,\Textures\Opportunities\o_telephony.png,\Textures\Backs\back_o_big.png,0
Constraints_Politics_And_Policies,Politics_And_Policies,Politics_And_Policies,Constraints,,,\Textures\Opportunities\o_telephony.png,\Textures\Backs\back_o_big.png,0
Constraints_Peace,Peace,Peace,Constraints,,,\Textures\Opportunities\o_terminals.png,\Textures\Backs\back_o_big.png,0
Constraints_Legibility,Legibility,Legibility,Constraints,,,\Textures\Opportunities\o_terminals.png,\Textures\Backs\back_o_big.png,0
Constraints_Flow,Flow,Flow,Constraints,,,\Textures\Opportunities\o_timed_events.png,\Textures\Backs\back_o_big.png,0
Constraints_Dynamic_Spaces,Dynamic_Spaces,Dynamic_Spaces,Constraints,,,\Textures\Opportunities\o_timed_events.png,\Textures\Backs\back_o_big.png,0
Constraints_Distraction,Distraction,Distraction,Constraints,,,\Textures\Opportunities\o_time_pressure.png,\Textures\Backs\back_o_big.png,0
Constraints_Conservation,Conservation,Conservation,Constraints,,,\Textures\Opportunities\o_time_pressure.png,\Textures\Backs\back_o_big.png,0
Constraints_Capacity,Capacity,Capacity,Constraints,,,\Textures\Opportunities\o_unusual_locations.png,\Textures\Backs\back_o_big.png,0
Constraints_Accessibility,Accessibility,Accessibility,Constraints,,,\Textures\Opportunities\o_unusual_locations.png,\Textures\Backs\back_o_big.png,0
Devices_Back,Back,Back,Devices,,,\Textures\Opportunities\o_useful_props.png,\Textures\Backs\back_o_big.png,0
Devices_Virtual_Reality_System,Virtual_Reality_System,Virtual_Reality_System,Devices,,,\Textures\Opportunities\o_useful_props.png,\Textures\Backs\back_o_big.png,0
Devices_Tablet,Tablet,Tablet,Devices,,,\Textures\Opportunities\o_vehicles.png,\Textures\Backs\back_o_big.png,5
Devices_Smart_Watch,Smart_Watch,Smart_Watch,Devices,,,\Textures\Opportunities\o_vehicles.png,\Textures\Backs\back_o_big.png,3
Devices_Smart_Phone,Smart_Phone,Smart_Phone,Devices,,,\Textures\Opportunities\o_weather_input.png,\Textures\Backs\back_o_big.png,9
Devices_Health_Tracker,Health_Tracker,Health_Tracker,Devices,,,\Textures\Opportunities\o_weather_input.png,\Textures\Backs\back_o_big.png,0
Devices_Gaming_Console,Gaming_Console,Gaming_Console,Devices,,,\Textures\Opportunities\o_wizard_of_oz.png,\Textures\Backs\back_o_big.png,4
Devices_Dumb_Phone,Dumb_Phone,Dumb_Phone,Devices,,,\Textures\Opportunities\o_wizard_of_oz.png,\Textures\Backs\back_o_big.png,0
Devices_Computer,Computer,Computer,Devices,,,\Textures\Opportunities\o_worldwide.png,\Textures\Backs\back_o_big.png,8
Devices_Camera,Camera,Camera,Devices,,,\Textures\Opportunities\o_worldwide.png,\Textures\Backs\back_o_big.png,4
Devices_Augmented_Reality_Headset,Augmented_Reality_Headset,Augmented_Reality_Headset,Devices,,,\Textures\Opportunities\o__blank.png,\Textures\Backs\back_o_big.png,0
Devices_3D_Printer,3D_Printer,3D_Printer,Devices,,,\Textures\Opportunities\o__blank.png,\Textures\Backs\back_o_big.png,0
Experience_Back,Back,Back,Experience,,,\Textures\Questions\q_beginning_and_end.png,\Textures\Backs\back_q_big.png,0
Experience_Weather,Weather,Weather,Experience,,,\Textures\Questions\q_beginning_and_end.png,\Textures\Backs\back_q_big.png,0
Experience_Uncomfortable_Interactions,Uncomfortable_Interactions,Uncomfortable_Interactions,Experience,,,\Textures\Questions\q_challenging.png,\Textures\Backs\back_q_big.png,0
Experience_Rules,Rules,Rules,Experience,,,\Textures\Questions\q_challenging.png,\Textures\Backs\back_q_big.png,0
Experience_Provocation,Provocation,Provocation,Experience,,,\Textures\Questions\q_core_concepts.png,\Textures\Backs\back_q_big.png,0
Experience_Pace,Pace,Pace,Experience,,,\Textures\Questions\q_core_concepts.png,\Textures\Backs\back_q_big.png,0
Experience_Narrative,Narrative,Narrative,Experience,,,\Textures\Questions\q_duration.png,\Textures\Backs\back_q_big.png,0
Experience_Hands_Full,Hands_Full,Hands_Full,Experience,,,\Textures\Questions\q_duration.png,\Textures\Backs\back_q_big.png,0
Experience_Minors,Minors,Minors,Experience,,,\Textures\Questions\q_experience_flow.png,\Textures\Backs\back_q_big.png,0
Experience_Investment,Investment,Investment,Experience,,,\Textures\Questions\q_experience_flow.png,\Textures\Backs\back_q_big.png,0
Experience_Human_Resource,Human_Resource,Human_Resource,Experience,,,\Textures\Questions\q_fun_and_joy.png,\Textures\Backs\back_q_big.png,0
Experience_Focus_Of_Attention,Focus_Of_Attention,Focus_Of_Attention,Experience,,,\Textures\Questions\q_fun_and_joy.png,\Textures\Backs\back_q_big.png,0
Experience_Exhaustion,Exhaustion,Exhaustion,Experience,,,\Textures\Questions\q_game_server.png,\Textures\Backs\back_q_big.png,0
Experience_Engagement,Engagement,Engagement,Experience,,,\Textures\Questions\q_game_server.png,\Textures\Backs\back_q_big.png,0
Experience_Distraction,Distraction,Distraction,Experience,,,\Textures\Questions\q_indoor_or_outdoor.png,\Textures\Backs\back_q_big.png,0
Experience_Data_Bloat,Data_Bloat,Data_Bloat,Experience,,,\Textures\Questions\q_indoor_or_outdoor.png,\Textures\Backs\back_q_big.png,0
Experience_Critical_Mass,Critical_Mass,Critical_Mass,Experience,,,\Textures\Questions\q_locations.png,\Textures\Backs\back_q_big.png,0
Experience_Consent,Consent,Consent,Experience,,,\Textures\Questions\q_locations.png,\Textures\Backs\back_q_big.png,0
Experience_Configuration,Configuration,Configuration,Experience,,,\Textures\Questions\q_main_mechanics.png,\Textures\Backs\back_q_big.png,0
Experience_Complex,Complex,Complex,Experience,,,\Textures\Questions\q_main_mechanics.png,\Textures\Backs\back_q_big.png,0
Experience_Buzz,Buzz,Buzz,Experience,,,\Textures\Questions\q_nothing_digital.png,\Textures\Backs\back_q_big.png,0
Experience_Bigger_Picture,Bigger_Picture,Bigger_Picture,Experience,,,\Textures\Questions\q_nothing_digital.png,\Textures\Backs\back_q_big.png,0
Experience_Battery_Life,Battery_Life,Battery_Life,Experience,,,\Textures\Questions\q_nothing_physical.png,\Textures\Backs\back_q_big.png,0
Experience_At_A_Glance,At_A_Glance,At_A_Glance,Experience,,,\Textures\Questions\q_nothing_physical.png,\Textures\Backs\back_q_big.png,0
Experience_Abuse,Abuse,Abuse,Experience,,,\Textures\Questions\q_number_of_players.png,\Textures\Backs\back_q_big.png,0
Goals_Back,Back,Back,Goals,,,\Textures\Questions\q_number_of_players.png,\Textures\Backs\back_q_big.png,0
Goals_Increase_International_Reach,Increase_International_Reach,Increase_International_Reach,Goals,,,\Textures\Questions\q_observing_players.png,\Textures\Backs\back_q_big.png,0
